state,county,year,days_with_aqi,good_days,moderate_days,usg_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,aqi_90th_percentile,median_aqi,days_co_main_pollutant,days_no2_main_pollutant,days_ozone_main_pollutant,days_pm25_main_pollutant,days_pm10_main_pollutant,bad_aqi_days,bad_aqi_day_pct,pct_days_co_main_pollutant,pct_days_no2_main_pollutant,pct_days_ozone_main_pollutant,pct_days_pm25_main_pollutant,pct_days_pm10_main_pollutant,geo_id,acs_name,population_25_plus,pct_high_school_or_higher,pct_bachelors_or_higher,population_16_plus,unemployment_rate,median_household_income,mean_household_income,per_capita_income,poverty_rate_all_people,pct_no_health_insurance,income_quartile,lower_income_group
California,Madera,2020,366,104,209,34,15,4,0,275,113,64,0,0,173,174,19,53,14.48087431693989,0.0,0.0,47.26775956284153,47.540983606557376,5.191256830601093,0500000US06039,"Madera County, California",101462,73.1,17.9,122555,10.1,76627,100809,30077,19.2,7.4,Q2,True
California,Madera,2021,365,133,197,28,7,0,0,194,100,58,0,0,210,131,24,35,9.58904109589041,0.0,0.0,57.534246575342465,35.89041095890411,6.575342465753424,0500000US06039,"Madera County, California",101462,73.1,17.9,122555,10.1,76627,100809,30077,19.2,7.4,Q2,True
California,Madera,2022,365,147,205,13,0,0,0,136,87,54,0,0,212,129,24,13,3.5616438356164384,0.0,0.0,58.082191780821915,35.342465753424655,6.575342465753424,0500000US06039,"Madera County, California",101462,73.1,17.9,122555,10.1,76627,100809,30077,19.2,7.4,Q2,True
California,Madera,2023,365,162,188,14,1,0,0,151,84,52,0,0,210,135,20,15,4.10958904109589,0.0,0.0,57.534246575342465,36.986301369863014,5.47945205479452,0500000US06039,"Madera County, California",101462,73.1,17.9,122555,10.1,76627,100809,30077,19.2,7.4,Q2,True
California,Madera,2024,366,163,178,25,0,0,0,140,96,52,0,0,215,112,39,25,6.830601092896176,0.0,0.0,58.7431693989071,30.601092896174865,10.655737704918032,0500000US06039,"Madera County, California",101462,73.1,17.9,122555,10.1,76627,100809,30077,19.2,7.4,Q2,True
California,Marin,2020,366,272,85,4,4,1,0,231,62,36,0,8,148,210,0,9,2.459016393442623,0.0,2.185792349726776,40.43715846994536,57.377049180327866,0.0,0500000US06041,"Marin County, California",189753,92.8,61.1,214754,6.1,149091,232566,93920,8.3,3.8,Q4 highest income,False
California,Marin,2021,365,267,98,0,0,0,0,88,60,38,0,2,149,214,0,0,0.0,0.0,0.547945205479452,40.821917808219176,58.63013698630137,0.0,0500000US06041,"Marin County, California",189753,92.8,61.1,214754,6.1,149091,232566,93920,8.3,3.8,Q4 highest income,False
California,Marin,2022,365,275,90,0,0,0,0,91,57,37,0,2,151,212,0,0,0.0,0.0,0.547945205479452,41.369863013698634,58.082191780821915,0.0,0500000US06041,"Marin County, California",189753,92.8,61.1,214754,6.1,149091,232566,93920,8.3,3.8,Q4 highest income,False
California,Marin,2023,363,315,48,0,0,0,0,99,52,34,0,3,212,147,1,0,0.0,0.0,0.8264462809917356,58.40220385674931,40.49586776859504,0.27548209366391185,0500000US06041,"Marin County, California",189753,92.8,61.1,214754,6.1,149091,232566,93920,8.3,3.8,Q4 highest income,False
California,Marin,2024,357,308,49,0,0,0,0,86,52,28,0,3,47,307,0,0,0.0,0.0,0.8403361344537815,13.165266106442578,85.99439775910365,0.0,0500000US06041,"Marin County, California",189753,92.8,61.1,214754,6.1,149091,232566,93920,8.3,3.8,Q4 highest income,False
California,Mariposa,2020,366,195,123,27,10,6,5,1073,111,49,0,0,275,84,7,48,13.114754098360656,0.0,0.0,75.13661202185791,22.950819672131146,1.912568306010929,0500000US06043,"Mariposa County, California",13344,90.3,31.8,14532,6.0,68412,89438,41417,14.0,5.2,Q2,True
California,Mariposa,2021,365,193,140,25,7,0,0,162,97,49,0,0,292,73,0,32,8.767123287671232,0.0,0.0,80.0,20.0,0.0,0500000US06043,"Mariposa County, California",13344,90.3,31.8,14532,6.0,68412,89438,41417,14.0,5.2,Q2,True
California,Mariposa,2022,365,211,125,8,21,0,0,198,89,48,0,0,276,88,1,29,7.9452054794520555,0.0,0.0,75.61643835616438,24.10958904109589,0.273972602739726,0500000US06043,"Mariposa County, California",13344,90.3,31.8,14532,6.0,68412,89438,41417,14.0,5.2,Q2,True
California,Mariposa,2023,365,217,131,10,5,2,0,264,77,47,0,0,249,116,0,17,4.657534246575342,0.0,0.0,68.21917808219177,31.780821917808222,0.0,0500000US06043,"Mariposa County, California",13344,90.3,31.8,14532,6.0,68412,89438,41417,14.0,5.2,Q2,True
California,Mariposa,2024,366,255,105,6,0,0,0,133,74,45,0,0,336,30,0,6,1.639344262295082,0.0,0.0,91.80327868852459,8.19672131147541,0.0,0500000US06043,"Mariposa County, California",13344,90.3,31.8,14532,6.0,68412,89438,41417,14.0,5.2,Q2,True
California,Mendocino,2020,366,240,103,10,10,0,3,716,79,40,0,0,112,252,2,23,6.284153005464481,0.0,0.0,30.601092896174865,68.85245901639344,0.546448087431694,0500000US06045,"Mendocino County, California",65093,87.3,25.2,73513,9.0,68092,95438,38760,15.4,7.7,Q1 lowest income,True
California,Mendocino,2021,365,210,147,6,2,0,0,185,69,46,0,0,76,289,0,8,2.191780821917808,0.0,0.0,20.82191780821918,79.17808219178082,0.0,0500000US06045,"Mendocino County, California",65093,87.3,25.2,73513,9.0,68092,95438,38760,15.4,7.7,Q1 lowest income,True
California,Mendocino,2022,365,129,234,2,0,0,0,103,69,54,0,0,26,339,0,2,0.547945205479452,0.0,0.0,7.123287671232877,92.87671232876711,0.0,0500000US06045,"Mendocino County, California",65093,87.3,25.2,73513,9.0,68092,95438,38760,15.4,7.7,Q1 lowest income,True
California,Mendocino,2023,365,144,216,5,0,0,0,140,69,53,0,0,29,336,0,5,1.36986301369863,0.0,0.0,7.9452054794520555,92.05479452054794,0.0,0500000US06045,"Mendocino County, California",65093,87.3,25.2,73513,9.0,68092,95438,38760,15.4,7.7,Q1 lowest income,True
California,Mendocino,2024,366,244,122,0,0,0,0,83,57,43,0,0,99,265,2,0,0.0,0.0,0.0,27.049180327868854,72.40437158469946,0.546448087431694,0500000US06045,"Mendocino County, California",65093,87.3,25.2,73513,9.0,68092,95438,38760,15.4,7.7,Q1 lowest income,True
California,Merced,2020,366,131,203,17,15,0,0,194,96,57,0,0,164,201,1,32,8.743169398907105,0.0,0.0,44.80874316939891,54.91803278688525,0.273224043715847,0500000US06047,"Merced County, California",174127,72.3,15.3,217521,10.6,65510,87781,28030,19.1,8.1,Q1 lowest income,True
California,Merced,2021,365,155,177,31,2,0,0,166,100,54,0,0,210,151,4,33,9.04109589041096,0.0,0.0,57.534246575342465,41.369863013698634,1.095890410958904,0500000US06047,"Merced County, California",174127,72.3,15.3,217521,10.6,65510,87781,28030,19.1,8.1,Q1 lowest income,True
California,Merced,2022,365,140,212,13,0,0,0,143,87,56,0,0,195,141,29,13,3.5616438356164384,0.0,0.0,53.42465753424658,38.63013698630137,7.9452054794520555,0500000US06047,"Merced County, California",174127,72.3,15.3,217521,10.6,65510,87781,28030,19.1,8.1,Q1 lowest income,True
California,Merced,2023,365,171,179,15,0,0,0,129,87,51,0,0,220,131,14,15,4.10958904109589,0.0,0.0,60.273972602739725,35.89041095890411,3.8356164383561646,0500000US06047,"Merced County, California",174127,72.3,15.3,217521,10.6,65510,87781,28030,19.1,8.1,Q1 lowest income,True
California,Merced,2024,366,168,163,34,1,0,0,151,100,52,0,0,237,110,19,35,9.562841530054644,0.0,0.0,64.75409836065575,30.05464480874317,5.191256830601093,0500000US06047,"Merced County, California",174127,72.3,15.3,217521,10.6,65510,87781,28030,19.1,8.1,Q1 lowest income,True
California,Mono,2020,366,183,117,13,14,11,28,2088,224,51,0,0,0,331,35,66,18.0327868852459,0.0,0.0,0.0,90.43715846994536,9.562841530054644,0500000US06051,"Mono County, California",10217,88.8,32.2,11018,3.1,99415,123063,54872,8.6,8.8,Q3,False
California,Mono,2021,364,260,78,12,11,0,3,2971,84,27,0,0,0,241,123,26,7.142857142857142,0.0,0.0,0.0,66.20879120879121,33.791208791208796,0500000US06051,"Mono County, California",10217,88.8,32.2,11018,3.1,99415,123063,54872,8.6,8.8,Q3,False
California,Mono,2022,365,276,61,5,7,1,15,8368,68,27,0,0,0,255,110,28,7.671232876712329,0.0,0.0,0.0,69.86301369863014,30.136986301369863,0500000US06051,"Mono County, California",10217,88.8,32.2,11018,3.1,99415,123063,54872,8.6,8.8,Q3,False
California,Mono,2023,365,325,35,1,1,0,3,1829,51,24,0,0,0,234,131,5,1.36986301369863,0.0,0.0,0.0,64.10958904109589,35.89041095890411,0500000US06051,"Mono County, California",10217,88.8,32.2,11018,3.1,99415,123063,54872,8.6,8.8,Q3,False
California,Mono,2024,366,341,25,0,0,0,0,69,45,19,0,0,0,210,156,0,0.0,0.0,0.0,0.0,57.377049180327866,42.62295081967213,0500000US06051,"Mono County, California",10217,88.8,32.2,11018,3.1,99415,123063,54872,8.6,8.8,Q3,False
California,Monterey,2020,366,259,92,4,8,3,0,275,64,39,0,0,171,171,24,15,4.098360655737705,0.0,0.0,46.72131147540984,46.72131147540984,6.557377049180328,0500000US06053,"Monterey County, California",281390,73.3,28.2,338030,5.2,97230,131486,40422,12.7,9.6,Q3,False
California,Monterey,2021,365,261,104,0,0,0,0,80,57,41,0,0,161,194,10,0,0.0,0.0,0.0,44.109589041095894,53.15068493150685,2.73972602739726,0500000US06053,"Monterey County, California",281390,73.3,28.2,338030,5.2,97230,131486,40422,12.7,9.6,Q3,False
California,Monterey,2022,365,299,66,0,0,0,0,80,54,39,0,0,198,144,23,0,0.0,0.0,0.0,54.24657534246575,39.45205479452055,6.301369863013699,0500000US06053,"Monterey County, California",281390,73.3,28.2,338030,5.2,97230,131486,40422,12.7,9.6,Q3,False
California,Monterey,2023,365,274,90,1,0,0,0,115,55,42,0,0,146,212,7,1,0.273972602739726,0.0,0.0,40.0,58.082191780821915,1.9178082191780823,0500000US06053,"Monterey County, California",281390,73.3,28.2,338030,5.2,97230,131486,40422,12.7,9.6,Q3,False
California,Monterey,2024,366,292,74,0,0,0,0,71,55,39,0,0,185,163,18,0,0.0,0.0,0.0,50.54644808743169,44.53551912568306,4.918032786885246,0500000US06053,"Monterey County, California",281390,73.3,28.2,338030,5.2,97230,131486,40422,12.7,9.6,Q3,False
California,Napa,2020,365,259,91,7,7,1,0,224,66,39,3,0,163,199,0,15,4.10958904109589,0.821917808219178,0.0,44.657534246575345,54.52054794520548,0.0,0500000US06055,"Napa County, California",97520,85.1,39.8,112410,5.2,111471,161672,61040,8.5,5.7,Q4 highest income,False
California,Napa,2021,140,108,32,0,0,0,0,77,56,41,1,0,74,65,0,0,0.0,0.7142857142857143,0.0,52.85714285714286,46.42857142857143,0.0,0500000US06055,"Napa County, California",97520,85.1,39.8,112410,5.2,111471,161672,61040,8.5,5.7,Q4 highest income,False
California,Nevada,2020,366,223,111,15,11,6,0,277,91,46,0,0,173,193,0,32,8.743169398907105,0.0,0.0,47.26775956284153,52.732240437158474,0.0,0500000US06057,"Nevada County, California",79518,94.8,41.5,87139,5.4,89882,124444,53364,11.0,5.3,Q3,False
California,Nevada,2021,365,183,129,34,13,4,2,326,115,50,0,0,208,157,0,53,14.520547945205479,0.0,0.0,56.986301369863014,43.013698630136986,0.0,0500000US06057,"Nevada County, California",79518,94.8,41.5,87139,5.4,89882,124444,53364,11.0,5.3,Q3,False
California,Nevada,2022,365,185,161,11,3,5,0,293,87,50,0,0,258,107,0,19,5.205479452054795,0.0,0.0,70.68493150684931,29.315068493150687,0.0,0500000US06057,"Nevada County, California",79518,94.8,41.5,87139,5.4,89882,124444,53364,11.0,5.3,Q3,False
California,Nevada,2023,363,282,81,0,0,0,0,97,55,42,0,0,106,257,0,0,0.0,0.0,0.0,29.201101928374655,70.79889807162535,0.0,0500000US06057,"Nevada County, California",79518,94.8,41.5,87139,5.4,89882,124444,53364,11.0,5.3,Q3,False
California,Nevada,2024,365,313,50,2,0,0,0,132,55,36,0,0,134,231,0,2,0.547945205479452,0.0,0.0,36.71232876712329,63.287671232876704,0.0,0500000US06057,"Nevada County, California",79518,94.8,41.5,87139,5.4,89882,124444,53364,11.0,5.3,Q3,False
California,Orange,2020,366,118,207,28,11,2,0,218,108,56,0,4,153,207,2,41,11.202185792349727,0.0,1.092896174863388,41.80327868852459,56.557377049180324,0.546448087431694,0500000US06059,"Orange County, California",2217917,87.1,44.1,2584525,5.4,116289,156759,54557,9.5,6.4,Q4 highest income,False
California,Orange,2021,365,109,238,18,0,0,0,148,87,55,0,5,124,232,4,18,4.931506849315069,0.0,1.36986301369863,33.97260273972603,63.561643835616444,1.095890410958904,0500000US06059,"Orange County, California",2217917,87.1,44.1,2584525,5.4,116289,156759,54557,9.5,6.4,Q4 highest income,False
California,Orange,2022,365,143,215,5,2,0,0,156,71,53,0,9,133,217,6,7,1.9178082191780823,0.0,2.4657534246575343,36.43835616438356,59.45205479452055,1.643835616438356,0500000US06059,"Orange County, California",2217917,87.1,44.1,2584525,5.4,116289,156759,54557,9.5,6.4,Q4 highest income,False
California,Orange,2023,365,160,195,9,1,0,0,166,77,52,0,14,142,204,5,10,2.73972602739726,0.0,3.8356164383561646,38.9041095890411,55.89041095890411,1.36986301369863,0500000US06059,"Orange County, California",2217917,87.1,44.1,2584525,5.4,116289,156759,54557,9.5,6.4,Q4 highest income,False
California,Orange,2024,366,119,231,13,3,0,0,172,84,54,0,11,114,239,2,16,4.371584699453552,0.0,3.0054644808743167,31.147540983606557,65.30054644808743,0.546448087431694,0500000US06059,"Orange County, California",2217917,87.1,44.1,2584525,5.4,116289,156759,54557,9.5,6.4,Q4 highest income,False
California,Placer,2020,366,130,195,20,15,6,0,247,108,57,0,0,181,177,8,41,11.202185792349727,0.0,0.0,49.45355191256831,48.36065573770492,2.185792349726776,0500000US06061,"Placer County, California",297631,95.1,43.2,338996,4.8,115998,150239,57862,6.8,3.2,Q4 highest income,False
California,Placer,2021,365,130,187,30,9,6,3,692,115,58,0,0,220,144,1,48,13.150684931506849,0.0,0.0,60.273972602739725,39.45205479452055,0.273972602739726,0500000US06061,"Placer County, California",297631,95.1,43.2,338996,4.8,115998,150239,57862,6.8,3.2,Q4 highest income,False
California,Placer,2022,365,156,185,15,4,3,2,442,90,54,0,0,241,123,1,24,6.575342465753424,0.0,0.0,66.02739726027397,33.6986301369863,0.273972602739726,0500000US06061,"Placer County, California",297631,95.1,43.2,338996,4.8,115998,150239,57862,6.8,3.2,Q4 highest income,False
California,Placer,2023,365,164,193,8,0,0,0,143,80,52,0,0,245,120,0,8,2.191780821917808,0.0,0.0,67.12328767123287,32.87671232876712,0.0,0500000US06061,"Placer County, California",297631,95.1,43.2,338996,4.8,115998,150239,57862,6.8,3.2,Q4 highest income,False
California,Placer,2024,366,188,151,27,0,0,0,140,93,50,0,0,263,103,0,27,7.377049180327869,0.0,0.0,71.85792349726776,28.142076502732237,0.0,0500000US06061,"Placer County, California",297631,95.1,43.2,338996,4.8,115998,150239,57862,6.8,3.2,Q4 highest income,False
California,Plumas,2020,360,135,175,16,17,10,7,755,146,56,0,0,0,360,0,50,13.88888888888889,0.0,0.0,0.0,100.0,0.0,0500000US06063,"Plumas County, California",15180,93.7,22.5,16480,9.2,66031,96802,43235,10.6,5.8,Q1 lowest income,True
California,Plumas,2021,365,97,184,37,24,16,7,654,170,67,0,0,0,365,0,84,23.013698630136986,0.0,0.0,0.0,100.0,0.0,0500000US06063,"Plumas County, California",15180,93.7,22.5,16480,9.2,66031,96802,43235,10.6,5.8,Q1 lowest income,True
California,Plumas,2022,359,148,182,25,4,0,0,175,96,55,0,0,0,359,0,29,8.07799442896936,0.0,0.0,0.0,100.0,0.0,0500000US06063,"Plumas County, California",15180,93.7,22.5,16480,9.2,66031,96802,43235,10.6,5.8,Q1 lowest income,True
California,Plumas,2023,365,186,168,11,0,0,0,142,87,50,0,0,0,365,0,11,3.0136986301369864,0.0,0.0,0.0,100.0,0.0,0500000US06063,"Plumas County, California",15180,93.7,22.5,16480,9.2,66031,96802,43235,10.6,5.8,Q1 lowest income,True
California,Plumas,2024,366,188,162,7,7,2,0,253,88,48,0,0,0,366,0,16,4.371584699453552,0.0,0.0,0.0,100.0,0.0,0500000US06063,"Plumas County, California",15180,93.7,22.5,16480,9.2,66031,96802,43235,10.6,5.8,Q1 lowest income,True
California,Riverside,2020,366,42,179,98,36,9,2,584,159,87,0,0,211,124,31,145,39.61748633879781,0.0,0.0,57.650273224043715,33.87978142076503,8.469945355191257,0500000US06065,"Riverside County, California",1649835,83.5,25.6,1956326,6.5,93074,118890,38317,10.6,7.7,Q3,False
California,Riverside,2021,365,19,210,89,44,2,1,329,158,89,0,0,191,127,47,136,37.26027397260274,0.0,0.0,52.32876712328767,34.794520547945204,12.876712328767123,0500000US06065,"Riverside County, California",1649835,83.5,25.6,1956326,6.5,93074,118890,38317,10.6,7.7,Q3,False
California,Riverside,2022,365,41,198,86,31,2,7,1683,151,77,0,0,196,110,59,126,34.52054794520548,0.0,0.0,53.6986301369863,30.136986301369863,16.164383561643834,0500000US06065,"Riverside County, California",1649835,83.5,25.6,1956326,6.5,93074,118890,38317,10.6,7.7,Q3,False
California,Riverside,2023,365,62,187,73,33,6,4,660,156,79,0,1,207,98,59,116,31.780821917808222,0.0,0.273972602739726,56.71232876712329,26.84931506849315,16.164383561643834,0500000US06065,"Riverside County, California",1649835,83.5,25.6,1956326,6.5,93074,118890,38317,10.6,7.7,Q3,False
California,Riverside,2024,366,43,176,80,60,7,0,213,174,87,0,0,212,115,39,147,40.16393442622951,0.0,0.0,57.92349726775956,31.420765027322407,10.655737704918032,0500000US06065,"Riverside County, California",1649835,83.5,25.6,1956326,6.5,93074,118890,38317,10.6,7.7,Q3,False
California,Sacramento,2020,366,145,185,17,16,3,0,226,100,55,0,0,166,191,9,36,9.836065573770492,0.0,0.0,45.3551912568306,52.18579234972678,2.459016393442623,0500000US06067,"Sacramento County, California",1097404,88.3,34.1,1270246,6.7,92175,118175,43324,12.5,4.9,Q3,False
California,Sacramento,2021,365,146,183,30,4,1,1,381,100,55,0,0,195,166,4,36,9.863013698630137,0.0,0.0,53.42465753424658,45.47945205479452,1.095890410958904,0500000US06067,"Sacramento County, California",1097404,88.3,34.1,1270246,6.7,92175,118175,43324,12.5,4.9,Q3,False
California,Sacramento,2022,365,162,184,17,2,0,0,164,93,53,0,0,200,164,1,19,5.205479452054795,0.0,0.0,54.794520547945204,44.93150684931507,0.273972602739726,0500000US06067,"Sacramento County, California",1097404,88.3,34.1,1270246,6.7,92175,118175,43324,12.5,4.9,Q3,False
California,Sacramento,2023,365,180,173,12,0,0,0,133,86,51,0,0,199,166,0,12,3.287671232876712,0.0,0.0,54.52054794520548,45.47945205479452,0.0,0500000US06067,"Sacramento County, California",1097404,88.3,34.1,1270246,6.7,92175,118175,43324,12.5,4.9,Q3,False
California,Sacramento,2024,366,182,169,15,0,0,0,140,84,51,0,0,193,173,0,15,4.098360655737705,0.0,0.0,52.732240437158474,47.26775956284153,0.0,0500000US06067,"Sacramento County, California",1097404,88.3,34.1,1270246,6.7,92175,118175,43324,12.5,4.9,Q3,False
California,San Benito,2020,366,271,78,8,9,0,0,174,68,41,0,0,241,117,8,17,4.644808743169399,0.0,0.0,65.84699453551912,31.967213114754102,2.185792349726776,0500000US06069,"San Benito County, California",44349,83.4,24.1,52365,5.4,114394,143684,45103,6.7,6.0,Q4 highest income,False
California,San Benito,2021,365,295,70,0,0,0,0,100,55,41,0,0,280,79,6,0,0.0,0.0,0.0,76.71232876712328,21.643835616438356,1.643835616438356,0500000US06069,"San Benito County, California",44349,83.4,24.1,52365,5.4,114394,143684,45103,6.7,6.0,Q4 highest income,False
California,San Benito,2022,365,297,68,0,0,0,0,97,57,42,0,0,299,65,1,0,0.0,0.0,0.0,81.91780821917808,17.80821917808219,0.273972602739726,0500000US06069,"San Benito County, California",44349,83.4,24.1,52365,5.4,114394,143684,45103,6.7,6.0,Q4 highest income,False
California,San Benito,2023,365,316,48,1,0,0,0,111,54,40,0,0,337,26,2,1,0.273972602739726,0.0,0.0,92.32876712328768,7.123287671232877,0.547945205479452,0500000US06069,"San Benito County, California",44349,83.4,24.1,52365,5.4,114394,143684,45103,6.7,6.0,Q4 highest income,False
California,San Benito,2024,366,260,105,1,0,0,0,105,58,43,0,0,218,148,0,1,0.273224043715847,0.0,0.0,59.56284153005464,40.43715846994536,0.0,0500000US06069,"San Benito County, California",44349,83.4,24.1,52365,5.4,114394,143684,45103,6.7,6.0,Q4 highest income,False
California,San Bernardino,2020,366,33,170,76,69,18,0,236,185,93,0,6,219,128,13,163,44.53551912568306,0.0,1.639344262295082,59.83606557377049,34.97267759562842,3.551912568306011,0500000US06071,"San Bernardino County, California",1421562,82.5,23.3,1704344,7.1,85478,109207,34343,13.3,8.0,Q3,False
California,San Bernardino,2021,365,17,202,73,61,11,1,486,172,87,0,7,191,155,12,146,40.0,0.0,1.9178082191780823,52.32876712328767,42.465753424657535,3.287671232876712,0500000US06071,"San Bernardino County, California",1421562,82.5,23.3,1704344,7.1,85478,109207,34343,13.3,8.0,Q3,False
California,San Bernardino,2022,365,23,212,67,56,7,0,225,166,77,0,9,197,142,17,130,35.61643835616438,0.0,2.4657534246575343,53.97260273972603,38.9041095890411,4.657534246575342,0500000US06071,"San Bernardino County, California",1421562,82.5,23.3,1704344,7.1,85478,109207,34343,13.3,8.0,Q3,False
California,San Bernardino,2023,365,50,197,67,44,7,0,214,164,71,0,13,205,137,10,118,32.32876712328767,0.0,3.5616438356164384,56.16438356164384,37.534246575342465,2.73972602739726,0500000US06071,"San Bernardino County, California",1421562,82.5,23.3,1704344,7.1,85478,109207,34343,13.3,8.0,Q3,False
California,San Bernardino,2024,366,40,182,56,61,26,1,593,185,87,0,7,218,123,18,144,39.34426229508197,0.0,1.912568306010929,59.56284153005464,33.60655737704918,4.918032786885246,0500000US06071,"San Bernardino County, California",1421562,82.5,23.3,1704344,7.1,85478,109207,34343,13.3,8.0,Q3,False
California,San Diego,2020,366,33,284,35,14,0,0,192,108,74,0,0,100,263,3,49,13.387978142076504,0.0,0.0,27.322404371584703,71.85792349726776,0.819672131147541,0500000US06073,"San Diego County, California",2281385,89.1,43.2,2680294,6.1,106268,141250,51976,10.3,6.4,Q4 highest income,False
California,San Diego,2021,365,52,297,16,0,0,0,133,90,67,0,0,163,199,3,16,4.383561643835616,0.0,0.0,44.657534246575345,54.52054794520548,0.821917808219178,0500000US06073,"San Diego County, California",2281385,89.1,43.2,2680294,6.1,106268,141250,51976,10.3,6.4,Q4 highest income,False
California,San Diego,2022,365,42,297,25,1,0,0,156,97,63,0,1,150,190,24,26,7.123287671232877,0.0,0.273972602739726,41.0958904109589,52.054794520547944,6.575342465753424,0500000US06073,"San Diego County, California",2281385,89.1,43.2,2680294,6.1,106268,141250,51976,10.3,6.4,Q4 highest income,False
California,San Diego,2023,365,61,260,44,0,0,0,150,101,67,0,1,185,151,28,44,12.054794520547945,0.0,0.273972602739726,50.68493150684932,41.369863013698634,7.671232876712329,0500000US06073,"San Diego County, California",2281385,89.1,43.2,2680294,6.1,106268,141250,51976,10.3,6.4,Q4 highest income,False
California,San Diego,2024,366,47,267,48,4,0,0,161,105,71,0,0,202,151,13,52,14.207650273224044,0.0,0.0,55.19125683060109,41.2568306010929,3.551912568306011,0500000US06073,"San Diego County, California",2281385,89.1,43.2,2680294,6.1,106268,141250,51976,10.3,6.4,Q4 highest income,False
California,San Francisco,2020,366,227,131,3,4,1,0,223,67,42,0,5,118,243,0,8,2.185792349726776,0.0,1.366120218579235,32.240437158469945,66.39344262295081,0.0,0500000US06075,"San Francisco County, California",661758,89.0,60.3,729111,6.1,140970,206854,92289,11.2,3.3,Q4 highest income,False
California,San Francisco,2021,365,255,110,0,0,0,0,86,60,39,0,8,162,195,0,0,0.0,0.0,2.191780821917808,44.38356164383562,53.42465753424658,0.0,0500000US06075,"San Francisco County, California",661758,89.0,60.3,729111,6.1,140970,206854,92289,11.2,3.3,Q4 highest income,False
California,San Francisco,2022,364,260,104,0,0,0,0,88,59,36,2,18,152,192,0,0,0.0,0.5494505494505495,4.945054945054945,41.75824175824176,52.74725274725275,0.0,0500000US06075,"San Francisco County, California",661758,89.0,60.3,729111,6.1,140970,206854,92289,11.2,3.3,Q4 highest income,False
California,San Francisco,2023,365,299,65,1,0,0,0,117,54,32,2,16,171,176,0,1,0.273972602739726,0.547945205479452,4.383561643835616,46.849315068493155,48.21917808219178,0.0,0500000US06075,"San Francisco County, California",661758,89.0,60.3,729111,6.1,140970,206854,92289,11.2,3.3,Q4 highest income,False
California,San Francisco,2024,334,254,80,0,0,0,0,94,56,33,0,8,22,304,0,0,0.0,0.0,2.3952095808383236,6.58682634730539,91.01796407185628,0.0,0500000US06075,"San Francisco County, California",661758,89.0,60.3,729111,6.1,140970,206854,92289,11.2,3.3,Q4 highest income,False
